// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day

//<0001> random
<0001> random

//<0002> se_bird
<0002> se_bird

//<0003> bs3_
<0003> bs3_

//<0004> nothing
<0004> nothing

//<0005> nothing
<0005> nothing

//<0006> nothing
<0006> nothing

//<0007> nothing
<0007> nothing

//<0008> nothing
<0008> nothing

//<0009> かなではベッドで眠っている。胸には包帯が巻かれている。
<0009> かなではベッドで眠っている。胸には包帯が巻かれている。

//<0010> none
<0010> none

//<0011> none
<0011> none

//<0012> nothing
<0012> nothing

//<0013> 
<0013> 

//<0014> 
<0014> 

//<0015> nothing
<0015> nothing

//<0016> bs
<0016> bs

//<0017> _
<0017> _

//<0018> none
<0018> none

//<0019> nothing
<0019> nothing

//<0020> nothing
<0020> nothing

//<0021> nothing
<0021> nothing

//<0022> nothing
<0022> nothing

//<0023> nothing
<0023> nothing

//<0024> 音無
<0024> 音無

//<0025> クソ坊主
<0025> クソ坊主

//<0026> 代理人
<0026> 代理人

//<0027> 微妙すぎるイケメン
<0027> 微妙すぎるイケメン

//<0028> ロリコン
<0028> ロリコン

//<0029> メガネ仲間
<0029> メガネ仲間

//<0030> 暗算日本記録保持者
<0030> 暗算日本記録保持者

//<0031> 通り魔
<0031> 通り魔

//<0032> 記憶ナシ男
<0032> 記憶ナシ男

//<0033> 音速
<0033> 音速

//<0034> 無限
<0034> 無限

//<0035> エロ侍
<0035> エロ侍

//<0036> エロエロ団ナンバー１
<0036> エロエロ団ナンバー１

//<0037> ただのエロ少年
<0037> ただのエロ少年

//<0038> ユリブサイク
<0038> ユリブサイク

//<0039> ドピュッシー
<0039> ドピュッシー

//<0040> アメリカンエロドッグ
<0040> アメリカンエロドッグ

//<0041> ゼウス
<0041> ゼウス

//<0042> 日向markⅡ
<0042> 日向markⅡ

//<0043> 糞虫
<0043> 糞虫

//<0044> 量産型日向
<0044> 量産型日向

//<0045> ？？
<0045> ？？

//<0046> 「大丈夫なのか…」
<0046> 「大丈夫なのか…」

//<0047> nothing
<0047> nothing

//<0048> nothing
<0048> nothing

//<0049> nothing
<0049> nothing

//<0050> nothing
<0050> nothing

//<0051> nothing
<0051> nothing

//<0052> ゆり
<0052> ゆり

//<0053> 女生徒
<0053> 女生徒

//<0054> ？？
<0054> ？？

//<0055> 「あたしたちと同じよ。致命傷でもじき治るわ」
<0055> 「あたしたちと同じよ。致命傷でもじき治るわ」

//<0056> 言葉通り、ゆり自身の傷はすっかり回復している。
<0056> 言葉通り、ゆり自身の傷はすっかり回復している。

//<0057> 椅子に座って、かなでの様子を見つめていた。
<0057> 椅子に座って、かなでの様子を見つめていた。

//<0058> 言葉通り、昨日の戦闘で負った傷が見るも痛々しい姿だったゆり自身は、すっかり回復しているらしい。
<0058> 言葉通り、昨日の戦闘で負った傷が見るも痛々しい姿だったゆり自身は、すっかり回復しているらしい。

//<0059> 音無
<0059> 音無

//<0060> クソ坊主
<0060> クソ坊主

//<0061> 代理人
<0061> 代理人

//<0062> 微妙すぎるイケメン
<0062> 微妙すぎるイケメン

//<0063> ロリコン
<0063> ロリコン

//<0064> メガネ仲間
<0064> メガネ仲間

//<0065> 暗算日本記録保持者
<0065> 暗算日本記録保持者

//<0066> 通り魔
<0066> 通り魔

//<0067> 記憶ナシ男
<0067> 記憶ナシ男

//<0068> 音速
<0068> 音速

//<0069> 無限
<0069> 無限

//<0070> エロ侍
<0070> エロ侍

//<0071> エロエロ団ナンバー１
<0071> エロエロ団ナンバー１

//<0072> ただのエロ少年
<0072> ただのエロ少年

//<0073> ユリブサイク
<0073> ユリブサイク

//<0074> ドピュッシー
<0074> ドピュッシー

//<0075> アメリカンエロドッグ
<0075> アメリカンエロドッグ

//<0076> ゼウス
<0076> ゼウス

//<0077> 日向markⅡ
<0077> 日向markⅡ

//<0078> 糞虫
<0078> 糞虫

//<0079> 量産型日向
<0079> 量産型日向

//<0080> ？？
<0080> ？？

//<0081> 「俺もここで付き添うよ」
<0081> 「俺もここで付き添うよ」

//<0082> nothing
<0082> nothing

//<0083> nothing
<0083> nothing

//<0084> nothing
<0084> nothing

//<0085> nothing
<0085> nothing

//<0086> nothing
<0086> nothing

//<0087> ゆり
<0087> ゆり

//<0088> 女生徒
<0088> 女生徒

//<0089> ？？
<0089> ？？

//<0090> 「あら、そう。お願い」
<0090> 「あら、そう。お願い」

//<0091> かなでのことも気になるが、俺はゆりのことも少し心配だった。
<0091> かなでのことも気になるが、俺はゆりのことも少し心配だった。

//<0092> 体のことは大して心配してないけど、戦線のこれからを考えなきゃいけない立場だ。
<0092> 体のことは大して心配してないけど、戦線のこれからを考えなきゃいけない立場だ。

//<0093> もう一人のかなでは何者で、どう対処すべきなのか。
<0093> もう一人のかなでは何者で、どう対処すべきなのか。

//<0094> 少しでも負担を減らしてやれればいいんだけど…。
<0094> 少しでも負担を減らしてやれればいいんだけど…。

//<0095> 日向
<0095> 日向

//<0096> 男Ｂ
<0096> 男Ｂ

//<0097> エロエロ団総帥
<0097> エロエロ団総帥

//<0098> イケチン
<0098> イケチン

//<0099> ホモ太
<0099> ホモ太

//<0100> ひなチン
<0100> ひなチン

//<0101> 秀樹
<0101> 秀樹

//<0102> 男子生徒
<0102> 男子生徒

//<0103> ？？
<0103> ？？

//<0104> 「天使がひとりじゃなかった…どういうことだよ…そんなわけわかんねぇ世界になっちまったのかよ…」
<0104> 「天使がひとりじゃなかった…どういうことだよ…そんなわけわかんねぇ世界になっちまったのかよ…」

//<0105> 野田
<0105> 野田

//<0106> 男Ｆ
<0106> 男Ｆ

//<0107> イケパイ
<0107> イケパイ

//<0108> 男
<0108> 男

//<0109> ？？
<0109> ？？

//<0110> 「同じ奴がふたりって、どういうことだよ…そんなわけがわからない世界になっちまったのかよ…」
<0110> 「同じ奴がふたりって、どういうことだよ…そんなわけがわからない世界になっちまったのかよ…」

//<0111> nothing
<0111> nothing

//<0112> nothing
<0112> nothing

//<0113> nothing
